#         t          x          y          z         vx         vy         vz
      6.143     23.890    152.810     15.330    -15.740    -52.360      8.890
      6.214     24.060    147.120     16.030    -53.540   -116.940    -20.940
      6.286     24.710    141.320     15.920     56.750      0.350     49.050
      6.357     27.350    139.820     17.920     36.340     -9.500     48.920
      6.429     29.550    138.250     20.050     30.110    -28.010     41.730
      6.500     31.190    136.130     21.910     36.350    -35.140     39.720
      6.571     32.810    134.300     24.380     37.570    -26.070     47.360
      6.643     34.580    132.740     26.930     41.230    -27.080     43.500
      6.714     36.900    131.120     29.400     42.750    -27.440     40.900
      6.786     39.570    129.420     31.770     38.970    -34.690     29.560
      6.857     42.140    127.500     34.040     40.020    -33.520     27.730
      6.929     44.550    125.430     36.280     39.560    -33.380     27.670
      7.000     47.090    123.110     38.510     38.710    -34.270     25.850
      7.071     49.540    120.640     40.320     32.990    -34.470     14.600
      7.143     51.940    118.250     41.890     33.860    -30.170     15.650
      7.214     54.460    116.100     43.610     34.500    -27.680     14.520
      7.286     57.100    114.160     45.270     35.500    -27.840     15.460
      7.357     59.720    112.360     46.950     36.470    -22.940     21.290
      7.429     62.230    110.720     48.510     34.800    -23.450     19.810
      7.500     64.820    109.090     50.020     36.470    -23.300     22.050
      7.571     67.520    107.550     51.670     35.960    -20.720     23.670
      7.643     70.190    106.130     53.190     35.110    -20.490     21.520
      7.714     72.830    104.600     54.620     31.960    -20.140     21.730
      7.786     75.460    103.200     56.080     32.600    -17.630     21.040
      7.857     78.110    101.890     57.540     30.950    -19.880     19.020
      7.929     80.750    100.550     59.020     32.610    -19.470     17.580
      8.000     83.390     99.170     60.630     34.730    -18.310     20.600
      8.071     85.880     97.810     62.470     34.310    -18.790     23.280
      8.143     88.140     96.540     64.360     34.290    -15.210     25.340
      8.214     90.460     95.370     66.280     33.790    -16.100     27.520
      8.286     92.660     94.050     68.180     35.040    -19.090     30.840
      8.357     94.960     92.670     70.250     37.100    -19.700     35.100
      8.429     97.390     91.140     72.340     35.590    -24.170     32.160
      8.500     99.860     89.340     74.320     35.300    -26.860     31.510
      8.571    102.490     87.400     76.270     36.560    -28.470     29.360
      8.643    105.070     85.340     78.180     31.970    -33.040     24.270
      8.714    107.470     83.230     80.050     30.350    -30.930     24.060
      8.786    109.810     81.290     81.930     33.070    -27.390     24.330
      8.857    112.170     79.380     83.730     32.740    -28.230     21.330
      8.929    114.340     77.380     85.360     30.700    -26.890     18.630
      9.000    116.480     75.380     87.020     30.790    -26.450     19.990
      9.071    118.560     73.370     88.680     29.720    -25.170     20.900
      9.143    120.460     71.340     90.270     30.650    -24.660     20.420
      9.214    122.460     69.340     91.910     30.680    -24.460     18.890
      9.286    124.430     67.340     93.240     30.980    -26.080     19.660
      9.357    126.410     65.450     94.750     30.770    -23.930     22.150
      9.429    128.430     63.700     96.160     27.340    -24.110     21.190
      9.500    130.350     62.120     97.410     25.660    -19.310     22.050
      9.571    132.310     60.760     98.860     25.920    -15.140     22.380
      9.643    134.420     59.710    100.400     28.930    -12.170     23.620
      9.714    136.720     58.730    102.160     30.790    -14.090     23.590
      9.786    139.120     57.850    104.080     31.970    -14.910     24.480
      9.857    141.570     56.890    106.150     34.360    -17.950     26.640
      9.929    144.030     55.870    108.310     34.230    -21.120     29.530
     10.000    146.530     54.780    110.540     36.110    -20.700     31.030
     10.071    149.000     53.590    112.710     34.210    -19.300     32.440
     10.143    151.520     52.310    114.910     32.640    -19.000     33.320
     10.214    154.100     50.980    116.900     33.850    -18.400     31.630
     10.286    156.720     49.450    118.940     34.560    -19.960     30.360
     10.357    159.480     47.780    121.070     35.930    -21.440     28.810
     10.429    162.160     46.040    123.280     34.520    -23.890     27.540
     10.500    164.760     44.110    125.470     32.380    -28.720     24.660
     10.571    167.120     42.020    127.480     31.020    -31.750     19.680
     10.643    169.290     40.020    129.230     30.080    -30.210     19.390
     10.714    171.230     38.110    130.820     30.310    -26.510     18.170
     10.786    173.060     36.270    132.280     27.610    -23.240     18.690
     10.857    174.680     34.530    133.530     26.700    -20.510     18.700
     10.929    176.300     33.000    134.820     27.970    -17.610     22.310
     11.000    178.030     31.580    136.180     30.890    -14.200     24.930
     11.071    179.890     30.270    137.620     30.540    -17.850     26.060
     11.143    181.880     28.900    139.120     28.970    -19.200     28.220
     11.214    183.940     27.510    140.690     29.250    -19.680     29.560
     11.286    186.120     26.290    142.330     28.680    -17.790     27.590
     11.357    188.420     25.040    144.050     30.410    -21.500     26.490
     11.429    190.740     23.610    145.830     30.520    -21.890     28.130
